File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\examples\Logging.java,1,90,8,1,0,68,14,0,6,1,11,0,0,0,155,14,23,140,20,6,0,0,0,2,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\examples\MarshalDemo.java,2,90,8,2,0,78,10,0,6,0,6,0,0,0,97,38,34,96,21,12,0,0,0,1,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\examples\MyPropAllKeys.java,3,88,10,2,17,51,14,1,7,0,9,0,0,0,191,48,36,207,22,24,0,0,0,2,0,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\examples\MyValidationEventHandler.java,2,90,8,2,1,55,21,0,9,2,12,0,0,0,97,0,34,273,32,15,0,0,0,11,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\examples\PhoneNumber.java,0,92,7,2,0,51,18,0,3,0,26,2,25,33,250,0,12,166,12,3,0,1,1,0,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\examples\SQLNew.java,1,90,8,2,0,72,13,0,3,0,13,0,14,16,357,0,17,123,22,6,0,1,1,0,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\examples\UnmarshalDemo.java,2,90,8,2,0,77,10,0,7,0,6,1,18,66,108,45,32,92,21,10,0,2,2,2,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\examples\XMLValidation.java,3,89,9,2,7,66,11,1,6,1,8,0,12,28,173,25,37,117,21,15,0,2,2,7,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Journal.java,6,88,10,2,17,50,15,2,6,0,9,2,56,110,206,35,40,226,26,38,0,22,22,1,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\JournalSave.java,2,89,9,2,6,66,13,0,6,0,8,0,6,14,166,37,34,148,23,15,0,1,1,1,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Pattern.java,11,88,10,2,18,47,16,2,7,1,8,1,29,56,199,56,42,252,26,70,0,22,21,20,2,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\PatternTest.java,3,90,8,2,0,68,14,0,8,2,8,0,8,33,87,20,43,158,22,23,0,4,2,12,2,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Predictor.java,16,88,10,2,14,45,21,3,6,0,9,1,41,102,153,42,39,362,32,106,0,45,44,16,4,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Propagation.java,8,89,9,2,15,51,18,0,7,1,7,1,27,88,93,62,40,260,26,57,0,17,16,30,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\QuickAndDirt.java,10,89,9,2,13,51,19,0,8,2,7,1,22,84,80,60,41,273,26,69,0,19,16,44,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Sandbox.java,9,89,9,2,12,54,16,2,7,1,7,1,33,135,75,80,42,221,27,55,0,19,19,22,7,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Sandbox2.java,14,88,9,2,17,48,18,0,7,1,7,1,41,134,95,63,42,290,31,84,0,35,35,30,2,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Sandbox3.java,13,88,10,2,19,46,17,1,8,1,7,1,38,121,97,69,42,278,30,71,0,28,28,31,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Setting.java,2,91,8,2,0,75,16,0,1,0,5,4,64,320,40,4,2,153,17,24,0,16,16,0,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\LocalDateAdapter.java,1,89,9,2,4,68,12,0,3,0,11,1,14,25,220,0,28,127,20,6,0,1,1,0,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\MapAdapter.java,4,87,11,2,20,47,16,2,7,0,7,0,20,36,181,50,45,253,35,19,0,4,4,1,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\Network.java,7,88,9,2,16,57,12,0,6,0,8,1,40,105,169,43,37,153,20,43,0,18,18,7,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\NetworkProperty.java,1,91,8,2,0,75,15,0,2,0,8,0,8,33,83,8,8,142,16,11,0,1,1,1,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\NetworkPropertyList.java,3,88,10,2,18,58,10,0,5,0,8,0,15,27,213,45,35,123,18,19,0,3,3,3,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\NetworkPropertyListTest.java,1,91,8,2,0,76,8,0,4,1,11,0,0,0,188,16,28,72,13,5,0,0,0,2,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\NetworkTest.java,2,90,8,2,0,74,11,0,5,1,9,0,0,0,157,35,30,108,17,13,0,0,0,3,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\Property.java,1,89,9,2,13,59,11,0,5,0,11,1,27,60,195,27,32,130,15,10,0,3,3,1,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\PropertyTest.java,1,91,8,2,0,72,12,0,6,1,9,0,0,0,128,20,33,117,20,9,0,0,0,4,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\SQL.java,43,87,11,2,25,23,23,10,7,2,8,1,30,84,130,94,49,755,36,273,2,82,84,203,28,Algorithmic Oriented,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\SQLTest.java,2,90,8,2,0,72,12,0,6,2,7,0,8,40,68,60,37,120,15,22,0,3,2,17,0,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\XML.java,5,89,9,2,11,64,12,1,5,0,8,0,13,33,181,36,36,136,22,29,0,4,4,1,0,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\XMLTest.java,3,90,8,2,0,63,18,0,8,2,8,0,8,33,100,25,43,213,26,23,0,3,2,17,1,Normal,1,* Needs more comments. 

Entire Project Totals,235,88,9,2,15,49,17,3,7,1,8,1,26,72,138,58,41,268,28,1397,7,372,369,562,64,Normal,20,

